day,population,activities,time,time_in_minutes
Year 2014_Saturday,Employed in own household, Help to an adult household member ,0:20,20
Year 2014_Saturday,Employed in own household,Voluntary work and meetings,2:03,123
Year 2014_Saturday,Employed in own household, Organisational work ,6:20,380
Year 2014_Saturday,Employed in own household, Informal help to other households,0:58,58
Year 2014_Saturday,Employed in own household,Participatory activities,1:27,87
Year 2014_Saturday,Employed in own household,Social life and entertainment  ,1:52,112
Year 2014_Saturday,Employed in own household, Sociability,1:02,62
Year 2014_Saturday,Employed in own household, Visiting and receiving visitors,1:44,104
Year 2014_Saturday,Employed in own household, Culture,2:20,140
Year 2014_Saturday,Employed in own household, Entertainment ,2:45,165
Year 2014_Saturday,Employed in own household, Resting — Time out,0:29,29
Year 2014_Saturday,Employed in own household,Sports and outdoor activities ,1:47,107
Year 2014_Saturday,Employed in own household, Sports,1:47,107
Year 2014_Saturday,Employed in own household,Outdoor activities ,,
Year 2014_Saturday,Employed in own household,Hobbies and games,1:41,101
Year 2014_Saturday,Employed in own household, Arts,,
Year 2014_Saturday,Employed in own household, Collecting,,
Year 2014_Saturday,Employed in own household, Computing,1:35,95
Year 2014_Saturday,Employed in own household, Games,0:51,51
Year 2014_Saturday,Employed in own household,Media,2:53,173
Year 2014_Saturday,Employed in own household, Reading,1:05,65
Year 2014_Saturday,Employed in own household," TV, video and dvd",2:47,167
Year 2014_Saturday,Employed in own household," Listening to radio, music",0:21,21
Year 2014_Saturday,Employed in own household,Travel,1:51,111
Year 2014_Saturday,Employed in own household, Travel related to eating,0:42,42
Year 2014_Saturday,Employed in own household, Travel to/from work,1:10,70
Year 2014_Saturday,Employed in own household, Travel related to study,,
Year 2014_Saturday,Employed in own household, Travel related to household care,0:58,58
Year 2014_Saturday,Employed in own household, Travel related to voluntary work and meetings ,0:59,59
Year 2014_Saturday,Employed in own household, Travel related to social life,1:22,82
Year 2014_Saturday,Employed in own household, Travel related to sports,0:45,45
Year 2014_Saturday,Employed in own household, Travel related to changing locality,,
Year 2014_Saturday,Students,Personal care,12:58,778
Year 2014_Saturday,Students,Sleep,10:07,607
Year 2014_Saturday,Students,Eating,1:54,114
Year 2014_Saturday,Students,Other personal care,1:00,60
Year 2014_Saturday,Students,Employment,5:43,343
Year 2014_Saturday,Students, Main job,7:59,479
Year 2014_Saturday,Students, Job seeking,,
Year 2014_Saturday,Students, Second job,4:13,253
Year 2014_Saturday,Students,Study,2:39,159
Year 2014_Saturday,Students, School or university,5:00,300
Year 2014_Saturday,Students, Homework,2:18,138
Year 2014_Saturday,Students, Free time study,1:37,97
Year 2014_Saturday,Students,Household and family care,1:35,95
Year 2014_Saturday,Students, Food management,0:43,43
Year 2014_Saturday,Students, Household upkeep,0:49,49
Year 2014_Saturday,Students, Making and care for textiles,0:39,39
Year 2014_Saturday,Students, Gardening and pet care,0:55,55
Year 2014_Saturday,Students, Construction and repairs,1:58,118
Year 2014_Saturday,Students, Shopping and services (excluding online services),1:06,66
Year 2014_Saturday,Students, Household management (excluding online services),0:27,27
Year 2014_Saturday,Students, Childcare (less than 17 years) ,0:54,54
Year 2014_Saturday,Students, Help to an adult household member ,,
Year 2014_Saturday,Students,Voluntary work and meetings,3:00,180
Year 2014_Saturday,Students, Organisational work ,3:57,237
Year 2014_Saturday,Students, Informal help to other households,1:47,107
Year 2014_Saturday,Students,Participatory activities,2:51,171
Year 2014_Saturday,Students,Social life and entertainment  ,2:53,173
Year 2014_Saturday,Students, Sociability,1:06,66
Year 2014_Saturday,Students, Visiting and receiving visitors,2:10,130
Year 2014_Saturday,Students, Culture,2:43,163
Year 2014_Saturday,Students, Entertainment ,4:12,252
Year 2014_Saturday,Students, Resting — Time out,0:52,52
Year 2014_Saturday,Students,Sports and outdoor activities ,2:18,138
Year 2014_Saturday,Students, Sports,2:18,138
Year 2014_Saturday,Students,Outdoor activities ,1:59,119
Year 2014_Saturday,Students,Hobbies and games,2:54,174
Year 2014_Saturday,Students, Arts,1:21,81
Year 2014_Saturday,Students, Collecting,,
Year 2014_Saturday,Students, Computing,1:59,119
Year 2014_Saturday,Students, Games,3:07,187
Year 2014_Saturday,Students,Media,2:59,179
Year 2014_Saturday,Students, Reading,1:08,68
Year 2014_Saturday,Students," TV, video and dvd",2:51,171
Year 2014_Saturday,Students," Listening to radio, music",1:04,64
Year 2014_Saturday,Students,Travel,1:52,112
Year 2014_Saturday,Students, Travel related to eating,0:53,53
Year 2014_Saturday,Students, Travel to/from work,0:48,48
Year 2014_Saturday,Students, Travel related to study,0:52,52
Year 2014_Saturday,Students, Travel related to household care,0:58,58
Year 2014_Saturday,Students, Travel related to voluntary work and meetings ,0:54,54
Year 2014_Saturday,Students, Travel related to social life,1:32,92
Year 2014_Saturday,Students, Travel related to sports,0:45,45
Year 2014_Saturday,Students, Travel related to changing locality,3:35,215
Year 2014_Sunday,All,Personal care,13:19,799
Year 2014_Sunday,All,Sleep,10:13,613
Year 2014_Sunday,All,Eating,2:11,131
Year 2014_Sunday,All,Other personal care,0:57,57
Year 2014_Sunday,All,Employment,5:06,306
Year 2014_Sunday,All, Main job,5:11,311
Year 2014_Sunday,All, Job seeking,2:50,170
Year 2014_Sunday,All, Second job,3:43,223
Year 2014_Sunday,All,Study,2:21,141
Year 2014_Sunday,All, School or university,,
Year 2014_Sunday,All, Homework,2:27,147
Year 2014_Sunday,All, Free time study,0:48,48
Year 2014_Sunday,All,Household and family care,3:02,182
Year 2014_Sunday,All, Food management,1:18,78
Year 2014_Sunday,All, Household upkeep,0:53,53
Year 2014_Sunday,All, Making and care for textiles,0:58,58
Year 2014_Sunday,All, Gardening and pet care,1:28,88
Year 2014_Sunday,All, Construction and repairs,1:47,107
Year 2014_Sunday,All, Shopping and services (excluding online services),0:53,53
Year 2014_Sunday,All, Household management (excluding online services),0:56,56
Year 2014_Sunday,All, Childcare (less than 17 years) ,2:00,120
Year 2014_Sunday,All, Help to an adult household member ,1:20,80
Year 2014_Sunday,All,Voluntary work and meetings,1:33,93
Year 2014_Sunday,All, Organisational work ,2:03,123
Year 2014_Sunday,All, Informal help to other households,1:25,85
Year 2014_Sunday,All,Participatory activities,1:28,88
Year 2014_Sunday,All,Social life and entertainment  ,2:07,127
Year 2014_Sunday,All, Sociability,0:55,55
Year 2014_Sunday,All, Visiting and receiving visitors,1:47,107
Year 2014_Sunday,All, Culture,2:18,138
Year 2014_Sunday,All, Entertainment ,2:26,146
Year 2014_Sunday,All, Resting — Time out,0:36,36
Year 2014_Sunday,All,Sports and outdoor activities ,2:10,130
Year 2014_Sunday,All, Sports,2:08,128
Year 2014_Sunday,All,Outdoor activities ,3:40,220
Year 2014_Sunday,All,Hobbies and games,1:55,115
Year 2014_Sunday,All, Arts,1:55,115
Year 2014_Sunday,All, Collecting,,
Year 2014_Sunday,All, Computing,1:30,90
Year 2014_Sunday,All, Games,1:48,108
Year 2014_Sunday,All,Media,3:10,190
Year 2014_Sunday,All, Reading,1:10,70
Year 2014_Sunday,All," TV, video and dvd",2:56,176
Year 2014_Sunday,All," Listening to radio, music",0:42,42
Year 2014_Sunday,All,Travel,1:28,88
Year 2014_Sunday,All, Travel related to eating,0:43,43
Year 2014_Sunday,All, Travel to/from work,0:52,52
Year 2014_Sunday,All, Travel related to study,0:32,32
Year 2014_Sunday,All, Travel related to household care,0:49,49
Year 2014_Sunday,All, Travel related to voluntary work and meetings ,0:48,48
Year 2014_Sunday,All, Travel related to social life,1:13,73
Year 2014_Sunday,All, Travel related to sports,0:45,45
Year 2014_Sunday,All, Travel related to changing locality,1:44,104
Year 2014_Sunday,Male,Personal care,13:17,797
Year 2014_Sunday,Male,Sleep,10:16,616
Year 2014_Sunday,Male,Eating,2:11,131
Year 2014_Sunday,Male,Other personal care,0:53,53
Year 2014_Sunday,Male,Employment,5:25,325
Year 2014_Sunday,Male, Main job,5:29,329
Year 2014_Sunday,Male, Job seeking,2:50,170
Year 2014_Sunday,Male, Second job,4:36,276
Year 2014_Sunday,Male,Study,2:26,146
Year 2014_Sunday,Male, School or university,,
Year 2014_Sunday,Male, Homework,2:28,148
Year 2014_Sunday,Male, Free time study,0:52,52
Year 2014_Sunday,Male,Household and family care,2:23,143
Year 2014_Sunday,Male, Food management,0:59,59
Year 2014_Sunday,Male, Household upkeep,0:48,48
Year 2014_Sunday,Male, Making and care for textiles,0:40,40
Year 2014_Sunday,Male, Gardening and pet care,1:33,93
Year 2014_Sunday,Male, Construction and repairs,1:48,108
Year 2014_Sunday,Male, Shopping and services (excluding online services),0:50,50
Year 2014_Sunday,Male, Household management (excluding online services),1:05,65
Year 2014_Sunday,Male, Childcare (less than 17 years) ,1:41,101
Year 2014_Sunday,Male, Help to an adult household member ,1:03,63
Year 2014_Sunday,Male,Voluntary work and meetings,1:29,89
Year 2014_Sunday,Male, Organisational work ,2:16,136
Year 2014_Sunday,Male, Informal help to other households,1:26,86
Year 2014_Sunday,Male,Participatory activities,1:17,77
Year 2014_Sunday,Male,Social life and entertainment  ,2:12,132
Year 2014_Sunday,Male, Sociability,0:54,54
Year 2014_Sunday,Male, Visiting and receiving visitors,1:59,119
Year 2014_Sunday,Male, Culture,2:29,149
Year 2014_Sunday,Male, Entertainment ,2:31,151
Year 2014_Sunday,Male, Resting — Time out,0:29,29
Year 2014_Sunday,Male,Sports and outdoor activities ,2:20,140
Year 2014_Sunday,Male, Sports,2:17,137
Year 2014_Sunday,Male,Outdoor activities ,3:49,229
Year 2014_Sunday,Male,Hobbies and games,2:10,130
Year 2014_Sunday,Male, Arts,2:20,140
Year 2014_Sunday,Male, Collecting,,
Year 2014_Sunday,Male, Computing,1:42,102
Year 2014_Sunday,Male, Games,2:06,126
Year 2014_Sunday,Male,Media,3:19,199
Year 2014_Sunday,Male, Reading,1:13,73
Year 2014_Sunday,Male," TV, video and dvd",3:08,188
Year 2014_Sunday,Male," Listening to radio, music",0:52,52
Year 2014_Sunday,Male,Travel,1:30,90
Year 2014_Sunday,Male, Travel related to eating,0:41,41
Year 2014_Sunday,Male, Travel to/from work,0:49,49
Year 2014_Sunday,Male, Travel related to study,,
Year 2014_Sunday,Male, Travel related to household care,0:48,48
Year 2014_Sunday,Male, Travel related to voluntary work and meetings ,0:45,45
Year 2014_Sunday,Male, Travel related to social life,1:14,74
Year 2014_Sunday,Male, Travel related to sports,0:44,44
Year 2014_Sunday,Male, Travel related to changing locality,2:07,127
Year 2014_Sunday,Female,Personal care,13:20,800
Year 2014_Sunday,Female,Sleep,10:09,609
Year 2014_Sunday,Female,Eating,2:11,131
Year 2014_Sunday,Female,Other personal care,1:02,62
Year 2014_Sunday,Female,Employment,4:32,272
Year 2014_Sunday,Female, Main job,4:38,278
Year 2014_Sunday,Female, Job seeking,,
Year 2014_Sunday,Female, Second job,2:42,162
Year 2014_Sunday,Female,Study,2:15,135
Year 2014_Sunday,Female, School or university,,
Year 2014_Sunday,Female, Homework,2:26,146
Year 2014_Sunday,Female, Free time study,0:47,47
Year 2014_Sunday,Female,Household and family care,3:38,218
Year 2014_Sunday,Female, Food management,1:31,91
Year 2014_Sunday,Female, Household upkeep,0:56,56
Year 2014_Sunday,Female, Making and care for textiles,1:05,65
Year 2014_Sunday,Female, Gardening and pet care,1:24,84
Year 2014_Sunday,Female, Construction and repairs,1:46,106
Year 2014_Sunday,Female, Shopping and services (excluding online services),0:57,57
Year 2014_Sunday,Female, Household management (excluding online services),0:47,47
Year 2014_Sunday,Female, Childcare (less than 17 years) ,2:14,134
Year 2014_Sunday,Female, Help to an adult household member ,1:22,82
Year 2014_Sunday,Female,Voluntary work and meetings,1:36,96
Year 2014_Sunday,Female, Organisational work ,1:48,108
Year 2014_Sunday,Female, Informal help to other households,1:24,84
Year 2014_Sunday,Female,Participatory activities,1:36,96
Year 2014_Sunday,Female,Social life and entertainment  ,2:03,123
Year 2014_Sunday,Female, Sociability,0:57,57
Year 2014_Sunday,Female, Visiting and receiving visitors,1:38,98
Year 2014_Sunday,Female, Culture,2:08,128
Year 2014_Sunday,Female, Entertainment ,2:18,138
